ticker,fiscal_year,cash_operating_activities,dividends_paid
AMDA,2017,-4680000,
AMDA,2018,-9432000,
AME,2008,247265000,-25685000
AME,2009,364671000,-25579000
AME,2010,423013000,-28554000
AME,2011,508565000,-38366000
AME,2012,612464000,-53083000
AME,2013,660659000,-58405000
AME,2014,725962000,-80551000
AME,2015,672540000,-85988000
AME,2016,756835000,-83267000
AME,2017,833259000,-82735000
AME,2018,925518000,-128911000
AMED,2008,150741000,
AMED,2009,247659000,
AMED,2010,206273000,
AMED,2011,141210000,
AMED,2012,69494000,
AMED,2013,102263000,
AMED,2014,-65534000,
AMED,2015,107785000,
AMED,2016,62259000,
AMED,2017,105731000,
AMED,2018,223483000,
AMG,2009,243200000,
AMG,2010,480700000,
AMG,2011,708500000,
AMG,2012,633200000,
AMG,2013,957100000,
AMG,2014,1436900000,
AMG,2015,1208400000,
AMG,2016,1027600000,
AMG,2017,1170400000,
AMG,2018,1140600000,
AMGN,2008,5988000000,
AMGN,2009,6336000000,0
AMGN,2010,5787000000,0
AMGN,2011,5119000000,-500000000
AMGN,2012,5882000000,-1118000000
AMGN,2013,6291000000,-1415000000
AMGN,2014,8952000000,-1851000000
AMGN,2015,9731000000,-2396000000
AMGN,2016,10354000000,-2998000000
AMGN,2017,11177000000,-3365000000
AMGN,2018,11296000000,-3507000000
AMH,2012,-6549000,
AMH,2013,16172000,0
AMH,2014,175504000,-39698000
AMH,2015,212307000,-42126000
AMH,2016,278867000,-48171000
AMH,2017,385961000,-38901000
AMH,2018,410882000,-58370000
AMKR,2009,261725000,
AMKR,2010,542595000,
AMKR,2011,516832000,
AMKR,2012,389063000,
AMKR,2013,557536000,
AMKR,2014,614666000,
AMKR,2015,584975000,
AMKR,2016,729402000,
AMKR,2017,618267000,
AMKR,2018,663410000,
AMOT,2010,7168000,
AMOT,2011,8881000,-333000
AMOT,2012,4604000,-839000
AMOT,2013,10795000,-889000
AMOT,2014,20186000,-853000
AMOT,2015,20073000,-923000
AMOT,2016,14303000,-942000
AMOT,2017,25407000,-959000
AMOT,2018,17452000,-1079000
AMP,2008,2061000000,-143000000
AMP,2009,-1318000000,-164000000
AMP,2010,1847000000,-183000000
AMP,2011,2178000000,-212000000
AMP,2012,1505000000,-305000000
AMP,2013,1364000000,-401000000
AMP,2014,2399000000,-426000000
AMP,2015,2691000000,-465000000
AMP,2016,2353000000,-479000000
AMP,2017,1701000000,-491000000
AMP,2018,2597000000,-506000000
AMRK,2013,-1206000,-15000000
AMRK,2014,-16745000,-10000000
AMRK,2015,-4691000,-698000
AMRK,2016,-56156000,-1675000
AMRK,2017,-9781000,-2110000
AMRK,2018,7646000,-1687000
AMRK,2019,-14533000,0
AMSC,2010,40680000,
AMSC,2011,-22821000,
AMSC,2012,-141042000,
AMSC,2013,-45271000,
AMSC,2014,-32676000,
AMSC,2015,-4559000,
AMSC,2016,-11215000,
AMSC,2017,-24827000,
AMSC,2018,42714000,
AMSWA,2011,3066000,-9255000
AMSWA,2012,16281000,-9487000
AMSWA,2013,19128000,-15471000
AMSWA,2014,18311000,-5539000
AMSWA,2015,10024000,-11297000
AMSWA,2016,18291000,-11478000
AMSWA,2017,19780000,-12538000
AMSWA,2018,6754000,-13188000
AMSWA,2019,23930000,-13590000
AMT,2008,773258000,
AMT,2009,842126000,0
AMT,2010,1020977000,0
AMT,2011,1165942000,-137765000
AMT,2012,1414391000,-355574000
AMT,2013,1599047000,-434687000
AMT,2014,2134589000,-420644000
AMT,2015,2183052000,-795499000
AMT,2016,2703604000,-993241000
AMT,2017,2925600000,-1164400000
AMT,2018,3748300000,-1342400000
AMTD,2009,600656000,
AMTD,2010,585000000,
AMTD,2011,790000000,-114000000
AMTD,2012,592000000,-132000000
AMTD,2013,739000000,-471000000
AMTD,2014,1025000000,-540000000
AMTD,2015,746000000,-326000000
AMTD,2016,1484000000,-362000000
AMTD,2017,699000000,-379000000
AMTD,2018,1908000000,-477000000
AMTD,2019,7620000000,-667000000
AMWD,2011,13196000,-5130000
AMWD,2012,16053000,-1287000
AMWD,2013,24527000,
AMWD,2014,40535000,
AMWD,2015,60164000,
AMWD,2016,74604000,
AMWD,2017,77080000,
AMWD,2018,86775000,
AMWD,2019,190845000,
AMZN,2000,-130442000,
AMZN,2001,-119782000,
AMZN,2002,174291000,
AMZN,2003,393000000,
AMZN,2004,566000000,
AMZN,2005,733000000,
AMZN,2006,702000000,
AMZN,2007,1405000000,
AMZN,2008,1697000000,
AMZN,2009,3293000000,
AMZN,2010,3495000000,
AMZN,2011,3903000000,
AMZN,2012,4180000000,
AMZN,2013,5475000000,
AMZN,2014,6842000000,
AMZN,2015,12039000000,
AMZN,2016,17203000000,
AMZN,2017,18365000000,
AMZN,2018,30723000000,
AN,2009,369300000,
AN,2010,251800000,
AN,2011,376400000,
AN,2012,316600000,
AN,2013,484100000,
AN,2014,485100000,
AN,2015,507200000,
AN,2016,516000000,
AN,2017,540100000,
AN,2018,511000000,
ANDE,2009,180241000,-6346000
ANDE,2010,-239285000,-6581000
ANDE,2011,290265000,-8153000
ANDE,2012,328482000,-11166000
ANDE,2013,337188000,-11986000
ANDE,2014,-10071000,-12485000
ANDE,2015,154134000,-15921000
ANDE,2016,39585000,-17362000
ANDE,2017,75285000,-18152000
ANDE,2018,-35519000,-18639000
ANDE,2019,348562000,-22118000
ANDV,2009,663000000,-49000000
ANDV,2010,385000000,0
ANDV,2011,689000000,0
ANDV,2012,1585000000,-38000000
ANDV,2013,859000000,-121000000
ANDV,2014,1364000000,-141000000
ANDV,2015,2131000000,-228000000
ANDV,2016,1304000000,-249000000
ANDV,2017,1630000000,-314000000
ANDX,2014,165000000,
ANDX,2015,436000000,
ANET,2013,34648000,
ANET,2014,131875000,
ANET,2015,200533000,
ANET,2016,131440000,
ANET,2017,631627000,
ANET,2018,503119000,
ANF,2010,395487000,-61500000
ANF,2011,391789000,-61656000
ANF,2012,365219000,-60956000
ANF,2013,684171000,-57634000
ANF,2014,175493000,-61923000
ANF,2015,312480000,-57362000
ANF,2016,309941000,-55145000
ANF,2017,184591000,-54066000
ANF,2018,352933000,-53714000
ANGI,2016,47896000,
ANGI,2017,41823000,
ANGI,2018,223700000,
ANIK,2010,7853461,
ANIK,2011,10721514,
ANIK,2012,10548677,
ANIK,2013,25165000,
ANIK,2014,39978000,
ANIK,2015,39911000,
ANIK,2016,24448000,
ANIK,2017,40812000,
ANIK,2018,34918000,
ANSS,2009,173689000,
ANSS,2010,166884000,
ANSS,2011,307661000,
ANSS,2012,298415000,
ANSS,2013,332983000,
ANSS,2014,385307000,
ANSS,2015,367523000,
ANSS,2016,356827000,
ANSS,2017,430438000,
ANSS,2018,486437000,
AOBC,2011,38359000,
AOBC,2012,37372000,
AOBC,2013,98098000,
AOBC,2014,90206000,
AOBC,2015,114807000,
AOBC,2016,168557000,
AOBC,2017,123576000,
AOBC,2018,61643000,
AOBC,2019,57450000,
AON,2008,968000000,-171000000
AON,2009,500000000,-165000000
AON,2010,783000000,-175000000
AON,2011,1018000000,-200000000
AON,2012,1419000000,-204000000
AON,2013,1753000000,-212000000
AON,2014,1812000000,-273000000
AON,2015,2009000000,-323000000
AON,2016,2326000000,-345000000
AON,2017,734000000,-364000000
AON,2018,1686000000,-382000000
AOS,2009,262900000,-21400000
AOS,2010,124800000,-24700000
AOS,2011,58700000,-27700000
AOS,2012,143800000,-33200000
AOS,2013,279600000,-42600000
AOS,2014,264000000,-54400000
AOS,2015,351700000,-67800000
AOS,2016,446600000,-84200000
AOS,2017,326400000,-96900000
AOS,2018,448900000,-130100000
AOSL,2011,30088000,
AOSL,2012,32881000,
AOSL,2013,28007000,
AOSL,2014,37960000,
AOSL,2015,27669000,
AOSL,2016,40182000,
AOSL,2017,42648000,
AOSL,2018,3480000,
AOSL,2019,31421000,
APA,2008,7065000000,-239000000
APA,2009,4224000000,-209000000
APA,2010,6726000000,-226000000
APA,2011,9953000000,-306000000
APA,2012,8504000000,-332000000
APA,2013,9835000000,-360000000
APA,2014,7957000000,-365000000
APA,2015,2667000000,-377000000
APA,2016,2430000000,-379000000
APA,2017,2428000000,-380000000
APA,2018,3777000000,-382000000
APC,2008,6442000000,-170000000
APC,2009,3926000000,-176000000
APC,2010,5247000000,-180000000
APC,2011,2505000000,-181000000
APC,2012,8339000000,-181000000
APC,2013,8888000000,-274000000
APC,2014,8466000000,-505000000
APC,2015,-1877000000,-553000000
APC,2016,3000000000,-105000000
APC,2017,4009000000,-111000000
APC,2018,5929000000,-528000000
APD,2008,1658800000,-349300000
APD,2009,1329400000,-373300000
APD,2010,1485000000,-398700000
APD,2011,1710400000,-456700000
APD,2012,1765100000,-514900000
APD,2013,1553100000,-565600000
APD,2014,2190100000,-627700000
APD,2015,2047000000,-677500000
APD,2016,2258800000,-721200000
APD,2017,2534100000,-787900000
APD,2018,2554700000,-897800000
APD,2019,2969900000,-994000000
APH,2008,481523000,-10617000
APH,2009,582297000,-10279000
APH,2010,424893000,-10413000
APH,2011,565207000,-10282000
APH,2012,674700000,-70100000
APH,2013,769100000,-96800000
APH,2014,880900000,-101900000
APH,2015,1030500000,-159300000
APH,2016,1077600000,-172700000
APH,2017,1144200000,-205000000
APH,2018,1112700000,-253700000
APIC,2014,-50267000,
APIC,2015,-37367000,
APOG,2010,-7985000,-9161000
APOG,2011,24554000,-9153000
APOG,2012,40523000,-10316000
APOG,2013,52921000,-10764000
APOG,2014,71799000,-12071000
APOG,2015,128943000,-13184000
APOG,2016,124001000,-14667000
APOG,2017,127463000,-16393000
APOG,2018,96423000,-17864000
APPF,2014,475000,
APPF,2015,-6844000,
APPF,2016,11500000,
APPF,2017,29371000,
APPF,2018,36268000,
APPS,2012,-7265000,
APPS,2013,-8566000,
APPS,2014,-14902000,
APPS,2015,-5981000,
APPS,2016,-7049000,
APPS,2017,4521000,
APPS,2018,1794000,
APRN,2016,-23545000,
APRN,2017,-152442000,
APRN,2018,-76900000,
APTI,2015,-10591000,
APTI,2016,-3994000,
APTI,2017,9356000,
APTV,2011,1377000000,-93000000
APTV,2012,1478000000,0
APTV,2013,1750000000,-211000000
APTV,2014,2135000000,-301000000
APTV,2015,1703000000,-286000000
APTV,2016,1941000000,-317000000
APTV,2017,1468000000,-310000000
APTV,2018,1628000000,-233000000
APU,2009,367498000,
APU,2010,218816000,
APU,2011,188851000,
APU,2012,344429000,
APU,2013,355603000,
APU,2014,480070000,
APU,2015,523858000,
APU,2016,422943000,
APU,2017,356782000,
APU,2018,410269000,
APVO,2015,-48760000,
APVO,2016,-36862000,
APVO,2017,-41573000,
APVO,2018,-51422000,
AR,2012,332255000,
AR,2013,534707000,
AR,2014,998263000,
AR,2015,1015812000,
ARA,2015,133595000,0
ARA,2016,172211000,-30241000
ARA,2017,128547000,-8729000
ARA,2018,106404000,-332000
ARAY,2011,12403000,
ARAY,2012,-38279000,
ARAY,2013,-66177000,
ARAY,2014,346000,
ARAY,2015,-14409000,
ARAY,2016,30925000,
ARAY,2017,-380000,
ARAY,2018,18331000,
ARAY,2019,-29641000,
ARCB,2009,11790000,-15523000
ARCB,2010,26287000,-3126000
ARCB,2011,100852000,-3180000
ARCB,2012,84534000,-3219000
ARCB,2013,93504000,-3233000
ARCB,2014,143766000,-4102000
ARCB,2015,149131000,-6837000
ARCB,2016,111940000,-8318000
ARCB,2017,151915000,-8264000
ARCB,2018,255347000,-8244000
ARCI,2010,3475000,
ARCI,2011,1376000,
ARCI,2012,551000,
ARCI,2013,1740000,
ARCI,2014,3595000,
ARCI,2015,-3409000,
ARCI,2016,2659000,
ARCI,2017,1226000,
ARCI,2018,4145000,
ARCW,2010,-10000,
ARCW,2011,-408000,
ARCW,2012,6162000,
ARCW,2013,7414000,
ARCW,2014,11065000,
ARCW,2015,5135000,
ARCW,2016,6466000,
ARCW,2017,2850000,
ARCW,2018,-556000,
ARE,2009,206954000,-115009000
ARE,2010,227006000,-96231000
ARE,2011,246960000,-135246000
ARE,2012,305533000,-154317000
ARE,2013,312727000,-194961000
ARE,2014,334325000,-228271000
ARE,2015,342611000,-243090000
ARE,2016,392501000,-262761000
ARE,2017,450325000,-321750000
ARE,2018,570339000,-385839000
AREX,2012,90585000,
AREX,2013,110695000,
AREX,2014,171604000,
AREX,2015,102716000,
AREX,2016,26081000,
AREX,2017,37454000,
AREX,2018,34744000,
ARG,2010,600047000,-62526000
ARG,2011,275301000,-83797000
ARG,2012,506406000,-95323000
ARG,2013,550268000,-122202000
ARG,2014,744860000,-141461000
ARG,2015,718037000,-164517000
ARG,2016,743935000,-175384000
ARLP,2010,520588000,
ARLP,2011,573983000,
ARLP,2012,555856000,
ARLP,2013,704652000,
ARLP,2014,739201000,
ARLP,2015,716342000,
ARLP,2016,703544000,
ARLP,2017,556116000,
ARLP,2018,694345000,
ARMK,2013,695907000,0
ARMK,2014,398159000,-52186000
ARMK,2015,683036000,-81898000
ARMK,2016,806640000,-92074000
ARMK,2017,1053387000,-100813000
ARMK,2018,1047351000,-103115000
ARMK,2019,984227000,-108439000
ARMK_old,2010,634010000,
ARMK_old,2011,304686000,
ARMK_old,2012,745489000,
ARNA,2015,-98113000,
ARNA,2016,-62139000,
ARNA,2017,-66642000,
ARNA,2018,-132212000,
ARNC,2008,1234000000,-556000000
ARNC,2009,1365000000,-228000000
ARNC,2010,2261000000,-125000000
ARNC,2011,2193000000,-131000000
ARNC,2012,1497000000,-131000000
ARNC,2013,1578000000,-132000000
ARNC,2014,1674000000,-161000000
ARNC,2015,1582000000,-223000000
ARNC,2016,870000000,-228000000
ARNC,2017,701000000,-162000000
ARNC,2018,217000000,-119000000
ARO,2010,334440000,
ARO,2011,263731000,
ARO,2012,129301000,
ARO,2013,144811000,
ARO,2014,-38373000,
ARQL,2010,-34816000,
ARQL,2011,-23738000,
ARQL,2012,-34204000,
ARQL,2013,-33680000,
ARQL,2014,-31782000,
ARQL,2015,-22160000,
ARQL,2016,-22937000,
ARQL,2017,-25175000,
ARQL,2018,-12976000,
ARRS,2009,248193000,
ARRS,2010,118882000,
ARRS,2011,113134000,
ARRS,2012,84401000,
ARRS,2013,562716000,
ARRS,2014,459281000,
ARRY,2011,-65962000,
ARRY,2012,-33546000,
ARRY,2013,-87067000,
ARRY,2014,-71682000,
ARRY,2015,-5793000,
ARRY,2016,-70090000,
ARRY,2017,-39354000,
ARRY,2018,-119783000,
ARTEC,2014,-79871,
ARTEC,2015,-612682,
ARTEC,2016,-341231,
ARTX,2010,6880116,
ARTX,2011,-11131815,
ARTX,2012,-4237320,
ARTX,2013,10200870,
ARTX,2014,7402640,
ARTX,2015,4351916,
ARTX,2016,2641673,
ARTX,2017,1904813,
ARTX,2018,3272587,
ARW,2009,849855000,
ARW,2010,220772000,
ARW,2011,120883000,
ARW,2012,675033000,
ARW,2013,450691000,
ARW,2014,673301000,
ARW,2015,655079000,
ARW,2016,355806000,
ARW,2017,124557000,
ARW,2018,272690000,
ARWR,2010,-5053417,
ARWR,2011,-7655993,
ARWR,2012,-15340090,
ARWR,2013,-19032826,
ARWR,2014,-35416373,
ARWR,2015,-65707615,
ARWR,2016,-64427486,
ARWR,2017,-23938972,
ARWR,2018,-47223417,
ARWR,2019,173034923,
ASCMA,2010,50300000,
ASCMA,2011,131238000,
ASCMA,2012,146790000,
ASCMA,2013,212233000,
ASCMA,2014,234604000,
ASCMA,2015,208680000,
ASCMA,2016,188903000,
ASCMA,2017,136497000,
ASCMA,2018,92931000,
ASH,2013,653000000,-88000000
ASH,2014,580000000,-103000000
ASNA,2010,231400000,
ASNA,2011,280800000,
ASNA,2012,361500000,
ASNA,2013,450000000,
ASNA,2014,374700000,
ASNA,2015,431300000,
ASNA,2016,445400000,
ASNA,2017,343600000,
ASNA,2018,273900000,
ASNA,2019,21100000,
ASNB,2010,-2592000,
ASNB,2011,-1752000,
ASNB,2012,-484000,
ASNB,2013,167000,
ASNB,2014,-187000,
ASNB,2015,62000,
ASNB,2016,-203000,
ASNB,2017,108000,
ASNB,2018,81000,
ASPN,2013,-13688000,
ASPN,2014,6648000,
ASPN,2015,5359000,
ASPN,2016,-578000,
ASPN,2017,-4606000,
ASPN,2018,-8654000,
ASPU,2014,-3664964,
ASPU,2015,-2741466,
ASPU,2016,-2444421,
ASPU,2017,-1488160,
ASPU,2018,-5609935,
ASPU,2019,-10216014,
ASTC,2011,9234000,
ASTC,2012,-4109000,
ASTC,2013,-2902000,
ASTC,2014,-552000,
ASTC,2015,-10858000,
ASTC,2016,-13324000,
ASTC,2017,-8821000,
ASTC,2018,-10784000,
ASTC,2019,-8475000,
ASYS,2010,15800000,
ASYS,2011,15426000,
ASYS,2012,-12438000,
ASYS,2013,-9953000,
ASYS,2014,-11081000,
ASYS,2015,-10067000,
ASYS,2016,-9689000,
ASYS,2017,11789000,
ASYS,2018,6790000,
ASYS,2019,173000,
ATHN,2009,32329000,
ATHN,2010,44720000,
ATHN,2011,60764000,
ATHN,2012,70213000,
ATHN,2013,93308000,
ATHN,2014,149100000,
ATHN,2015,163800000,
ATHN,2016,182600000,
ATHN,2017,241100000,
ATI,2008,754500000,-71400000
ATI,2009,218500000,-70600000
ATI,2010,27100000,-70800000
ATI,2011,296800000,-74700000
ATI,2012,427500000,-76500000
ATI,2013,368400000,-76900000
ATI,2014,55900000,-77100000
ATI,2015,131400000,-66500000
ATI,2016,-43700000,-25800000
ATI,2017,22400000,0
ATI,2018,392800000,0
ATK,2018,61038000,
ATK,2019,73042000,
ATKR,2015,141073000,
ATKR,2016,156646000,
ATKR,2017,121654000,
ATKR,2018,145703000,
ATKR,2019,209694000,
ATNX,2016,-47870000,
ATNX,2017,-81512000,
ATNX,2018,-109387000,
ATO,2010,726476000,-124287000
ATO,2011,582844000,-124011000
ATO,2012,586917000,-125796000
ATO,2013,613127000,-128115000
ATO,2014,732813000,-146248000
ATO,2015,811914000,-160018000
ATO,2016,794990000,-175126000
ATO,2017,867090000,-191931000
ATO,2018,1124662000,-214906000
ATO,2019,968769000,-245717000
ATR,2009,279789000,-40604000
ATR,2010,278695000,-44485000
ATR,2011,261042000,-53308000
ATR,2012,313892000,-58442000
ATR,2013,286100000,-66133000
ATR,2014,316329000,-71072000
ATR,2015,323759000,-71247000
ATR,2016,325299000,-76659000
ATR,2017,324729000,-79944000
ATR,2018,313628000,-82346000
ATRK,2015,-18729,
ATRK,2016,-21753,
ATRK,2017,-284550,
ATRK,2018,0,
ATRK,2019,-44909,
ATRO,2010,16503000,
ATRO,2011,27908000,
ATRO,2012,24178000,
ATRO,2013,49549000,
ATRO,2014,99874000,
ATRO,2015,78501000,
ATRO,2016,48854000,
ATRO,2017,37783000,
ATRO,2018,54881000,
ATU,2010,121086000,-2702000
ATU,2011,171566000,-2716000
ATU,2012,182329000,-2748000
ATU,2013,193789000,-2911000
ATU,2014,126180000,-2919000
ATU,2015,131434000,-2598000
ATU,2016,117697000,-2376000
ATU,2017,87847000,-2358000
ATU,2018,106093000,-2390000
ATU,2019,53845000,-2439000
ATVI,2008,379000000,0
ATVI,2009,1183000000,0
ATVI,2010,1376000000,-189000000
ATVI,2011,952000000,-194000000
ATVI,2012,1345000000,-204000000
ATVI,2013,1264000000,-216000000
ATVI,2014,1331000000,-147000000
ATVI,2015,1259000000,-170000000
ATVI,2016,2155000000,-195000000
ATVI,2017,2213000000,-226000000
ATVI,2018,1790000000,-259000000
ATW,2009,304902000,
ATW,2010,306400000,
ATW,2011,339788000,
ATW,2012,255603000,
ATW,2013,432110000,0
ATW,2014,442620000,0
ATW,2015,604287000,-48562000
ATW,2016,625008000,-21745000
AUDH,2010,27001000,
AUDH,2011,47592000,
AUDH,2012,29477000,
AUDH,2013,7990000,
AUDH,2014,7834000,
AUDH,2015,2330000,
AUDH,2016,6976000,
AUTO,2010,-4346000,
AUTO,2011,2204000,
AUTO,2012,5806000,
AUTO,2013,4332000,
AUTO,2014,7890000,
AUTO,2015,12200000,
AUTO,2016,18242000,
AUTO,2017,11488000,
AUTO,2018,-2920000,
AVA,2009,258781000,-44360000
AVA,2010,228437000,-55682000
AVA,2011,269465000,-63737000
AVA,2012,316553000,-68552000
AVA,2013,242557000,-73276000
AVA,2014,267268000,-78314000
AVA,2015,375640000,-82397000
AVA,2016,358267000,-87154000
AVA,2017,410298000,-92460000
AVA,2018,361885000,-98046000
AVAV,2011,36742000,
AVAV,2012,23822000,
AVAV,2013,13514000,
AVAV,2014,33630000,
AVAV,2015,45840000,
AVAV,2016,7603000,
AVAV,2017,-8868000,
AVAV,2018,67579000,
AVAV,2019,63121000,
AVB,2008,386084000,-278795000
AVB,2009,376581000,-283710000
AVB,2010,332106000,-298090000
AVB,2011,429354000,-318231000
AVB,2012,540819000,-365572000
AVB,2013,724315000,-526050000
AVB,2014,886641000,-593643000
AVB,2015,1074667000,-655248000
AVB,2016,1160272000,-726749000
AVB,2017,1256257000,-772657000
AVB,2018,1301111000,-805239000
AVEO,2010,-51825000,
AVEO,2011,26451000,
AVEO,2012,-105729000,
AVEO,2013,-84402000,
AVEO,2014,-54248000,
AVEO,2015,-18230000,
AVEO,2016,-31066000,
AVEO,2017,-19164000,
AVEO,2018,-25026000,
AVGO,2017,6551000000,-1745000000
AVGO,2018,8880000000,-2998000000
AVGO_old,2010,510000000,0
AVGO_old,2011,726000000,-86000000
AVGO_old,2012,693000000,-137000000
AVGO_old,2013,722000000,-198000000
AVGO_old,2014,1175000000,-284000000
AVGO_old,2015,2318000000,-408000000
AVGR,2014,-21801000,
AVGR,2015,-40883000,
AVGR,2016,-53069000,
AVGR,2017,-34476000,
AVGR,2018,-18466000,
AVIR,2015,-9600000,
AVIR,2016,-14100000,
AVLR,2017,-3541000,
AVLR,2018,-3062000,
AVNW,2011,-41500000,
AVNW,2012,8400000,
AVNW,2013,8400000,
AVNW,2014,-29252000,
AVNW,2015,-8972000,
AVNW,2016,-126000,
AVNW,2017,9405000,
AVNW,2018,8209000,
AVNW,2019,2944000,
AVP,2008,733900000,-346700000
AVP,2009,754700000,-364700000
AVP,2010,689000000,-384100000
AVP,2011,628100000,-403400000
AVP,2012,544000000,-329300000
AVP,2013,470500000,-106800000
AVP,2014,288900000,-110200000
AVP,2015,91400000,-108800000
AVP,2016,128000000,0
AVP,2017,271200000,0
AVP,2018,92700000,
AVT,2009,1118035000,
AVT,2010,-30415000,
AVT,2011,278079000,
AVT,2012,528718000,0
AVT,2013,696197000,
AVT,2014,237418000,-82755000
AVT,2015,583883000,-87330000
AVT,2016,224315000,-88594000
AVT,2017,-368691000,-88657000
AVT,2018,253485000,-88255000
AVT,2019,534770000,-87158000
AVXL,2010,-5044524,
AVXL,2011,-5081422,
AVXL,2012,-3984431,
AVXL,2013,-1178547,
AVXL,2014,-2304329,
AVXL,2015,-5446011,
AVXL,2016,-9879956,
AVXL,2017,-9400039,
AVXL,2018,-11936405,
AVXL,2019,-19241722,
AVY,2009,569000000,-134900000
AVY,2010,486700000,-88700000
AVY,2011,422700000,-106500000
AVY,2012,513400000,-110400000
AVY,2013,319600000,-112000000
AVY,2014,354900000,-125100000
AVY,2015,473700000,-133100000
AVY,2016,585300000,-142500000
AVY,2017,629500000,-155500000
AVY,2018,425700000,-175000000
AWI,2010,191800000,-798600000
AWI,2011,199700000,-300000
AWI,2012,220000000,-507100000
AWI,2013,213700000,-1400000
AWI,2014,208800000,-1300000
AWI,2015,203700000,-1200000
AWI,2016,49300000,
AWI,2017,170400000,
AWI,2018,203200000,-8600000
AWK,2009,596156000,-137331000
AWK,2010,774933000,-150301000
AWK,2011,808357000,-157855000
AWK,2012,955598000,-213459000
