ticker,fiscal_year,total_current_assets,total_assets,st_debt,total_current_liabilities,lt_debt,total_liabilities,retained_earnings
HOG,2009,4341949000,9155518000,1522090000,2268224000,4114039000,7047400000,6324268000
HOG,2010,4066626000,9430740000,1231765000,2013782000,4520591000,7223874000,6336077000
HOG,2011,4542206000,9674164000,1878733000,2698618000,3843886000,7253908000,6824180000
HOG,2012,4050936000,9170773000,732105000,1503082000,4370544000,6613149000,7306424000
HOG,2013,3988803000,9405040000,1842457000,2509586000,3416713000,6395554000,7852729000
HOG,2014,3948095000,9528097000,1743101000,2389286000,3761528000,6618811000,8459040000
HOG,2015,3977883000,9972977000,2039729000,2747307000,4832469000,8133323000,8961985000
HOG,2016,3853852000,9890240000,2140592000,2862562000,4666975000,7970082000,1337673000
HOG,2017,3884742000,9972672000,2400751000,3158170000,4587258000,8128395000,1607570000
HOG,2018,4484442000,10665664000,2711609000,3597600000,4887667000,8891715000,2007583000
HOLX,2008,693578000,8134632000,38480000,340875000,2162420000,3492363000,-217644000
HOLX,2009,818625000,5684226000,38373000,329290000,1513878000,2958249000,-2464257000
HOLX,2010,1098881000,5625834000,1362000,441912000,1447053000,2927285000,-2527070000
HOLX,2011,1342900000,6008780000,,509450000,1488580000,3071885000,-2369920000
HOLX,2012,1563014000,10477108000,64435000,661349000,4971179000,7516077000,-2443554000
HOLX,2013,1624200000,9000800000,563800000,1088400000,4242100000,7059300000,-3616400000
HOLX,2014,1565800000,8414700000,114500000,619600000,4153200000,6351700000,-3600600000
HOLX,2015,1265800000,7642500000,391200000,943400000,3221000000,5563300000,-3469000000
HOLX,2016,1326600000,7317000000,296000000,901900000,3049400000,5174300000,-3138200000
HOLX,2017,1478600000,7979600000,1152400000,1865500000,2194800000,5194900000,-2382700000
HOLX,2018,1723200000,7230900000,601400000,1402600000,2725500000,4802100000,-2494000000
HOLX,2019,1793100000,6442100000,273200000,1070100000,2802800000,4326400000,-2688700000
HOME,2015,191396000,1054810000,3789000,170518000,422610000,685657000,-41101000
HOME,2016,258877000,1213393000,3691000,252477000,299606000,678523000,-14035000
HOME,2017,300933000,1374241000,3474000,343673000,289902000,783362000,17777000
HOME,2018,414549000,1726206000,4049000,469752000,336435000,1015120000,66773000
HOMR,2015,0,0,,159909,,159909,-172649
HOMR,2016,0,0,,181988,,181988,-194728
HON,2008,13263000000,35490000000,2510000000,12289000000,5865000000,28221000000,16250000000
HON,2009,13936000000,35993000000,1361000000,11147000000,6246000000,27022000000,14023000000
HON,2010,15486000000,37834000000,889000000,11724000000,5755000000,27047000000,15097000000
HON,2011,16134000000,39808000000,674000000,12275000000,6881000000,28906000000,16083000000
HON,2012,17598000000,41853000000,1101000000,13045000000,6395000000,28638000000,17799000000
HON,2013,21164000000,45435000000,2028000000,14181000000,6801000000,27689000000,20383000000
HON,2014,22191000000,45451000000,2637000000,14773000000,6046000000,27448000000,23115000000
HON,2015,20053000000,49316000000,6514000000,18371000000,5554000000,30608000000,26147000000
HON,2016,23058000000,54146000000,3593000000,16331000000,12182000000,34596000000,28710000000
HON,2017,26002000000,59470000000,5309000000,18861000000,12573000000,42800000000,27481000000
HON,2018,24362000000,57773000000,6458000000,18924000000,9756000000,39408000000,33978000000
HOT,2008,2166000000,9703000000,506000000,2688000000,3502000000,8059000000,1517000000
HOT,2009,1489000000,8761000000,5000000,2027000000,2955000000,6916000000,1553000000
HOT,2010,2621000000,9776000000,136000000,2165000000,3215000000,7290000000,1947000000
HOT,2011,2534000000,9560000000,133000000,1992000000,2596000000,6605000000,2337000000
HOT,2012,1889000000,8855000000,152000000,2016000000,1656000000,5713000000,2657000000
HOT,2013,1996000000,8762000000,99000000,1924000000,1523000000,5399000000,3032000000
HOT,2014,2321000000,8659000000,370000000,2450000000,2574000000,7131000000,1984000000
HOT,2015,2295000000,8257000000,32000000,2236000000,2144000000,6958000000,1847000000
HP,2008,690647000,3588045000,26733000,308957000,475000000,1322571000,2082518000
HP,2009,522932000,4161024000,105000000,301906000,420000000,1478015000,2414942000
HP,2010,652804000,4265370000,,232638000,360000000,1457905000,2547917000
HP,2011,956313000,5003891000,115000000,416729000,235000000,1733844000,2954210000
HP,2012,895228000,5721085000,40000000,381164000,195000000,1886087000,3505295000
HP,2013,1258211000,6264827000,115000000,452273000,80000000,1821100000,4102663000
HP,2014,1277001000,6720998000,39635000,507161000,39502000,1830021000,4525797000
HP,2015,1439194000,7147242000,39094000,348197000,492443000,2251396000,4648346000
HP,2016,1572686000,6832019000,,330120000,491847000,2271094000,4289807000
HP,2017,1235267000,6439988000,,344385000,492902000,2275397000,3855686000
HP,2018,1115550000,6214867000,,377168000,493968000,1832132000,4027779000
HP,2019,1115086000,5839515000,,410238000,479356000,1827292000,3714307000
HPE,2014,22031000000,65071000000,894000000,19760000000,485000000,66923000000,0
HPE,2015,29964000000,79916000000,691000000,21993000000,15103000000,84548000000,0
HPE,2016,28917000000,79629000000,3525000000,22529000000,12168000000,48111000000,2782000000
HPE,2017,21444000000,61406000000,3850000000,18924000000,10182000000,37901000000,-7238000000
HPE,2018,17272000000,55493000000,2005000000,17198000000,10136000000,34219000000,-5899000000
HPJ,2010,51594305,70196432,21197108,41653304,,41653304,20819045
HPJ,2011,58335426,88553909,27455226,59841647,0,59841647,18365046
HPJ,2012,80785553,120389732,48801566,82638326,5777286,88415612,20082068
HPJ,2013,97308244,151793376,63380897,113164205,3935071,117099276,21533286
HPJ,2014,89163853,146154072,47057536,101372795,1959247,104399716,24286522
HPJ,2015,80682981,134204484,46174752,91207597,,91348146,28140604
HPJ,2016,104536987,163331750,53175195,118034754,,118035013,34258531
HPJ,2017,155983609,220264538,75744282,152274668,,153052353,51031383
HPJ,2018,214967402,288056099,107225454,210800132,,210800132,64185964
HPQ,2008,51728000000,1.13E+11,,52939000000,7676000000,74389000000,24971000000
HPQ,2009,52539000000,1.15E+11,1850000000,43003000000,13980000000,74035000000,29936000000
HPQ,2010,54184000000,1.25E+11,7046000000,49403000000,15258000000,83722000000,32695000000
HPQ,2011,51021000000,1.30E+11,8083000000,50442000000,22551000000,90513000000,35266000000
HPQ,2012,50637000000,1.09E+11,6647000000,46666000000,21789000000,85935000000,21521000000
HPQ,2013,50364000000,1.06E+11,5979000000,45521000000,16608000000,78020000000,25563000000
HPQ,2014,50145000000,1.03E+11,3486000000,43735000000,16039000000,76079000000,29164000000
HPQ,2015,51787000000,1.07E+11,2194000000,42191000000,6677000000,78731000000,32089000000
HPQ,2016,18468000000,28987000000,78000000,18808000000,6735000000,32876000000,-3498000000
HPQ,2017,22318000000,32913000000,1072000000,22412000000,6747000000,36321000000,-2386000000
HPQ,2018,21387000000,34622000000,1463000000,25131000000,4524000000,35261000000,-473000000
HQY,2014,20676000,55090000,,9429000,,23416000,-23170000
HQY,2015,140406000,219795000,,12106000,,16338000,3609000
HQY,2016,200819000,279136000,,15703000,,17196000,29985000
HQY,2017,265396000,369159000,,20490000,,22885000,85300000
HQY,2018,394677000,510016000,,29053000,,32937000,171850000
HRB,2013,2949219000,4537779000,722000,2012205000,905958000,3274232000,1333445000
HRB,2014,3114006000,4693529000,400637000,2313116000,505837000,3136980000,1589297000
HRB,2015,2951301000,4515420000,790000,1878289000,505298000,2682471000,1836442000
HRB,2016,1220601000,2847225000,826000,1039605000,1491375000,2824122000,40347000
HRB,2017,1346039000,2694108000,981000,939280000,1493017000,2754991000,-48206000
HRB,2018,1891713000,3140949000,1026000,843651000,1494609000,2747238000,362980000
HRB,2019,1993359000,3299945000,,923001000,1492629000,2758418000,499386000
HRC,2009,695100000,1232600000,102200000,344300000,99700000,623300000,1105200000
HRC,2010,739200000,1245600000,53100000,288700000,98500000,529800000,1203600000
HRC,2011,791700000,1299100000,100300000,334000000,50800000,557400000,1309800000
HRC,2012,681800000,1627600000,115200000,378100000,237500000,815000000,1400300000
HRC,2013,688000000,1586800000,81200000,345400000,225800000,728100000,1473800000
HRC,2014,779300000,1751300000,126900000,442300000,364100000,944800000,1499800000
HRC,2015,1141000000,4457600000,58000000,578800000,2175200000,3300700000,1509900000
HRC,2016,1082100000,4262400000,210100000,662300000,1938400000,3026500000,1589700000
HRC,2017,1166200000,4528700000,188900000,658700000,2120400000,3163100000,1676200000
HRC,2018,1155600000,4360000000,182500000,662400000,1790400000,2743800000,1876200000
HRC,2019,1663400000,4919000000,660400000,1268300000,1783100000,3345700000,1967400000
HRI,2009,3069673000,16002419000,,1604396000,10364367000,13904978000,-1062318000
HRI,2010,4378510000,17344950000,,1972751000,11306429000,15226499000,-1123234000
HRI,2011,3361936000,17673527000,,2433284000,11317090000,15438852000,-947064000
HRI,2012,3464000000,23128000000,,2729000000,15449000000,20797000000,-884000000
HRI,2013,3471000000,24423000000,,2690000000,16309000000,21856000000,-582000000
HRI,2014,3642000000,23985000000,,2675000000,15993000000,21521000000,-664000000
HRI,2015,361500000,3397000000,10200000,282300000,53300000,1095000000,-605500000
HRI,2016,371700000,3466000000,15700000,242900000,2178600000,3148300000,-625200000
HRI,2017,474500000,3549700000,25400000,290700000,2137100000,3039300000,-462400000
HRI,2018,400400000,3610200000,29900000,299200000,2129900000,3037500000,-391100000
HRL,2009,1574733000,3692055000,0,685029000,350000000,1567734000,2318390000
HRL,2010,1858166000,4053918000,350000000,1101213000,,1647279000,2568774000
HRL,2011,1998231000,4244391000,,778186000,250000000,1584575000,2824331000
HRL,2012,2320684000,4563966000,,786300000,250000000,1739041000,3135317000
HRL,2013,2047413000,4915880000,,784009000,250000000,1599301000,3452529000
HRL,2014,2132771000,5455619000,,954692000,250000000,1843563000,3805654000
HRL,2015,2063032000,6139831000,185000000,1214025000,250000000,2138438000,4216125000
HRL,2016,2029912000,6370067000,,1053196000,250000000,1918661000,4736567000
HRL,2017,2026523000,6975908000,,1058212000,250000000,2036211000,5162571000
HRL,2018,2050100000,8142292000,,1138914000,624840000,2537474000,5729956000
HRS,2009,1859400000,4465100000,106400000,1109700000,1177300000,2596000000,1322800000
HRS,2010,2004600000,4743600000,30700000,1051800000,1176600000,2553500000,1621400000
HRS,2011,2216800000,6172800000,184900000,1430500000,1887200000,3660800000,1889000000
HRS,2012,2600400000,5592800000,164200000,1414400000,1883000000,3646700000,1416600000
HRS,2013,1948100000,4858400000,158000000,1297400000,1577100000,3297200000,1079900000
HRS,2014,1991000000,4919000000,60000000,1115000000,1564000000,3094000000,1226000000
HRS,2015,3183000000,13127000000,163000000,2274000000,5053000000,9725000000,1258000000
HRS,2016,2624000000,12009000000,397000000,1981000000,4120000000,8952000000,1330000000
HRS,2017,2073000000,10090000000,634000000,1926000000,3396000000,7162000000,1343000000
HRS,2018,2223000000,9839000000,382000000,1788000000,3408000000,6517000000,1692000000
HRT,2010,11417196,20287996,,2556189,288500,2862557,9790304
HRT,2011,8852010,19476088,0,3050637,483401,3670113,8061712
HRT,2012,7043876,16960214,267043,5936352,1000147,7263481,1839659
HRT,2013,8402107,16353284,335760,4923764,4371973,10006760,-1698671
HRT,2014,6779968,15103248,490341,5471496,1776207,7858133,-1039462
HRT,2015,5783072,13336105,1062770,3293897,2586218,6453428,-1468628
HRT,2016,6331436,13647421,487468,4800663,2402874,7360490,-2181090
HRT,2017,7426389,13924600,717779,4877697,3978415,8856112,-3536186
HRT,2018,7090718,12280786,389420,4635220,3557458,8192678,-4648484
HSIC,2009,2203533000,3835985000,23560000,1076254000,243373000,1674477000,1492607000
HSIC,2010,2169302000,4547471000,4487000,1168087000,395309000,1830374000,1779178000
HSIC,2011,2272508000,4740144000,22819000,1271640000,363524000,1904471000,2007477000
HSIC,2012,2704377000,5333997000,17992000,1472709000,488121000,2282958000,2183905000
HSIC,2013,2834665000,5624636000,5441000,1550663000,450233000,2339096000,2398267000
HSIC,2014,2913166000,6138807000,5815000,1780111000,542776000,2757835000,2642523000
HSIC,2015,3231100000,6504740000,17331000,2146997000,463752000,3075732000,2895997000
HSIC,2016,3342780000,6760396000,65923000,2320646000,715457000,3351956000,2981777000
HSIC,2017,4086020000,7863995000,16659000,2828975000,907756000,4207447000,2940029000
HSIC,2018,4175220000,8500527000,8280000,3218827000,980344000,4646583000,3208589000
HSII,2010,312466000,545027000,,172456000,,250485000,99056000
HSII,2011,310325000,515565000,,185090000,,264270000,55029000
HSII,2012,226282000,494992000,,152396000,,246645000,51704000
HSII,2013,290774000,553224000,6000000,175787000,29500000,305351000,48511000
HSII,2014,318235000,568621000,6000000,205848000,23500000,323957000,45431000
HSII,2015,308963000,572718000,,229430000,,317916000,52572000
HSII,2016,298430000,581502000,,220592000,,322912000,58030000
HSII,2017,343790000,587204000,,265792000,0,374499000,-716000
HSII,2018,450867000,700629000,,318951000,,433473000,56049000
HST,2008,663000000,11950000000,,302000000,5876000000,6178000000,-385000000
HST,2009,1781000000,12555000000,,368000000,5837000000,6205000000,-801000000
HST,2010,1243000000,12411000000,,411000000,5477000000,5888000000,-965000000
HST,2011,954000000,13090000000,,466000000,5753000000,6219000000,-1079000000
HST,2012,586000000,12994000000,,566000000,5411000000,5977000000,-1234000000
HST,2013,987000000,12814000000,,603000000,4759000000,5362000000,-1263000000
HST,2014,754000000,12172000000,,622000000,3957000000,4579000000,-1098000000
HST,2015,347000000,11656000000,,542000000,3867000000,4409000000,-1139000000
HST,2016,579000000,11408000000,,561000000,3649000000,4210000000,-1007000000
HST,2017,1242000000,11693000000,,570000000,3954000000,4524000000,-1071000000
HST,2018,1894000000,12090000000,,559000000,3837000000,4396000000,-610000000
HSTM,2010,44271000,82011000,,24746000,,25220000,-40431000
HSTM,2011,111079000,154237000,,32448000,,33322000,-33487000
HSTM,2012,118291000,174528000,,35032000,,42332000,-25842000
HSTM,2013,147124000,212594000,,56212000,,63161000,-17424000
HSTM,2014,174611000,257262000,,77259000,,89403000,-7030000
HSTM,2015,209537000,379569000,,89078000,,99249000,1591000
HSTM,2016,177437000,396000000,,94970000,,109892000,5346000
HSTM,2017,199728000,411119000,,101066000,,110949000,17542000
HSTM,2018,241434000,441948000,,106854000,,123001000,32373000
HSY,2008,1344945000,3634719000,501504000,1270212000,1505954000,3284775000,3975762000
HSY,2009,1385434000,3675031000,39313000,910628000,1502730000,2914692000,4148353000
HSY,2010,2005217000,4272732000,285480000,1298845000,1541825000,3335131000,4374718000
HSY,2011,2046558000,4407094000,139673000,1173775000,1748500000,3526151000,4707892000
HSY,2012,2113485000,4754839000,375898000,1471110000,1530967000,3706466000,5027617000
HSY,2013,2487334000,5357488000,166875000,1408022000,1795142000,3741436000,5454286000
HSY,2014,2247047000,5622870000,635501000,1935647000,1542317000,4103340000,5860784000
HSY,2015,1848598000,5344371000,863436000,2217912000,1557091000,4296909000,5897603000
HSY,2016,1816778000,5524333000,632714000,1909443000,2347455000,4696646000,6115961000
HSY,2017,2001910000,5553726000,859457000,2076543000,2061023000,4622161000,6371082000
HSY,2018,2239181000,7703020000,1203316000,2418566000,3254280000,6295754000,7032020000
HTGM,2014,6212366,8728246,,3303142,9705655,78398172,-68168703
HTGM,2015,34858254,39394368,,6319610,7737586,22500970,-89566494
HTGM,2016,15134382,18454209,,10020991,5389137,24047071,-115606044
HTGM,2017,17948457,21256300,,13341967,2960760,24315837,-134566061
HTGM,2018,38001145,43771280,,7017374,9678854,22679218,-151019979
HTM,2010,9723006,85322968,242736,1185637,16798973,19512439,-25308177
HTM,2011,8693620,219030868,14183,37717879,61120708,107213349,-31530306
HTZ,2009,3063678000,15996424000,,3525337000,9997014000,13522351000,-950407000
HTZ,2010,4370490000,17336930000,,3915156000,10919345000,14834501000,-1003915000
HTZ,2011,3355741000,17667332000,,4130629000,10907849000,15038478000,-816376000
HTZ,2012,3468000000,23132000000,,5376000000,15015000000,20391000000,-746000000
HTZ,2013,3564000000,24516000000,,5608000000,16228000000,21836000000,-878000000
HTZ,2014,3737000000,24080000000,,5592000000,15993000000,21585000000,-956000000
HTZ,2015,6983000000,23514000000,,5725000000,15770000000,21495000000,-391000000
HTZ,2016,2955000000,19155000000,,4539000000,13541000000,18080000000,-882000000
HTZ,2017,3556000000,20058000000,,3673000000,14865000000,18538000000,-506000000
HTZ,2018,3899000000,21382000000,,3938000000,16324000000,20262000000,-909000000
HUBB,2009,911300000,2402800000,0,418500000,497200000,1100800000,1208000000
HUBB,2010,1226100000,2705800000,1800000,445000000,595900000,1242300000,1338600000
HUBB,2011,1353500000,2846500000,2900000,492100000,596300000,1373000000,1515800000
HUBB,2012,1456200000,2947000000,0,447400000,596700000,1279100000,1715700000
HUBB,2013,1632400000,3187200000,300000,467000000,597200000,1272400000,1740200000
HUBB,2014,1629400000,3320100000,1400000,499200000,594900000,1384400000,1944100000
HUBB,2015,1387800000,3208700000,48200000,603100000,595900000,1459700000,1886100000
HUBB,2016,1551300000,3525000000,3200000,589600000,990500000,1921800000,1879300000
HUBB,2017,1604100000,3720600000,68100000,706100000,987100000,2072700000,1892400000
HUBB,2018,1643700000,4872100000,56100000,839300000,1737100000,3073200000,2064400000
HUBS,2013,28685000,50559000,96000,39544000,101496000,143807000,-106072000
HUBS,2014,149509000,174858000,100000,59428000,78000,64159000,-154301000
HUBS,2015,145754000,220379000,542000,91307000,277000,98671000,-200354000
HUBS,2016,176253000,259755000,796000,127383000,275000,141055000,-245916000
HUBS,2017,602501000,712175000,,178296000,298447000,501815000,-286082000
HUBS,2018,712418000,833953000,,237009000,318782000,589312000,-344384000
HUN,2009,4140000000,8626000000,431000000,1811000000,3781000000,6761000000,-1015000000
HUN,2010,4008000000,8714000000,519000000,2053000000,3627000000,6864000000,-1090000000
HUN,2011,3946000000,8657000000,212000000,1826000000,3730000000,6881000000,-947000000
HUN,2012,4119000000,8884000000,288000000,2181000000,3414000000,6988000000,-687000000
HUN,2013,4159000000,9188000000,277000000,2159000000,3633000000,7059000000,-687000000
HUN,2014,5039000000,10923000000,267000000,2332000000,4854000000,8972000000,-493000000
HUN,2015,3834000000,9820000000,170000000,1917000000,4625000000,8191000000,-528000000
HUN,2016,3555000000,9189000000,50000000,1778000000,4122000000,7722000000,-325000000
HUN,2017,5979000000,10244000000,40000000,3265000000,2258000000,6873000000,161000000
HUN,2018,2958000000,7953000000,96000000,1611000000,2224000000,5204000000,292000000
HURC,2010,133741000,160346000,,42240000,,45606000,63824000
HURC,2011,161382000,186545000,865000,57228000,,60333000,74948000
HURC,2012,172199000,195312000,3206000,49372000,,51519000,90586000
HURC,2013,182922000,211235000,3665000,55686000,,59744000,98130000
HURC,2014,208692000,236931000,3272000,66803000,,72286000,111580000
HURC,2015,216112000,248577000,1583000,65086000,,74009000,125760000
HURC,2016,218381000,251949000,1476000,57968000,,66474000,136742000
HURC,2017,246415000,281645000,1507000,70889000,,78560000,149267000
HURC,2018,281435000,315407000,1434000,81623000,,92554000,167859000
HURN,2009,192783000,754215000,278000,192993000,219005000,427226000,43858000
HURN,2010,200614000,788983000,,166159000,257000000,440611000,52383000
HURN,2011,211524000,786644000,,169702000,193500000,389855000,72902000
HURN,2012,200372000,787900000,,116725000,192500000,342579000,109330000
HURN,2013,272514000,885600000,25000000,173384000,143750000,355336000,175763000
HURN,2014,486159000,1155914000,28750000,176376000,327852000,555280000,254814000
HURN,2015,228387000,1159543000,,131421000,307376000,507218000,313866000
HURN,2016,180082000,1153215000,,135768000,292065000,505182000,351483000
HURN,2017,208047000,1036928000,,139467000,342507000,533612000,180443000
HURN,2018,235084000,1049532000,243132000,418305000,53853000,508908000,196106000
HXL,2009,461100000,1246600000,33500000,201700000,358800000,671000000,71000000
HXL,2010,497700000,1258100000,27600000,205900000,304600000,598700000,148400000
HXL,2011,524300000,1376100000,12600000,247500000,238300000,573900000,283900000
HXL,2012,575700000,1603100000,16600000,235300000,240000000,609000000,448200000
HXL,2013,656400000,1836100000,3000000,268700000,292000000,675700000,636100000
HXL,2014,681700000,2036400000,1300000,310600000,415000000,886500000,845500000
HXL,2015,633800000,2187400000,,292600000,576500000,1007800000,1044400000
HXL,2016,607000000,2400600000,4300000,271900000,684400000,1155700000,1254700000
HXL,2017,656700000,2780900000,4300000,262100000,805600000,1285800000,1496100000
HXL,2018,675800000,2824100000,9400000,326700000,947400000,1502100000,1726500000
HYH,2013,585100000,2484000000,2800000,310400000,0,2503600000,0
HYH,2014,683600000,2517900000,3900000,356000000,622600000,1026700000,7300000
HYH,2015,676000000,2000200000,,315200000,578100000,944900000,-419000000
HYH,2016,593500000,2071800000,,324400000,579000000,969300000,-379200000
HYH,2017,528200000,2195900000,39800000,389800000,541100000,980500000,-299900000
HYH,2018,713600000,1833400000,0,264300000,247700000,536200000,-242400000
HZO,2010,233035000,336760000,93844000,130982000,,134730000,11269000
HZO,2011,257769000,363129000,118828000,162233000,,168129000,-254000
HZO,2012,262610000,365121000,120647000,160865000,,164177000,845000
HZO,2013,276056000,381902000,122470000,159617000,,160090000,15869000
HZO,2014,288952000,402681000,124424000,162826000,,163386000,27141000
HZO,2015,335805000,467622000,137186000,183391000,,183977000,75433000
HZO,2016,391111000,546688000,166550000,231879000,,234215000,103212000
HZO,2017,473756000,639990000,254177000,334687000,,337792000,126759000
HZO,2018,465291000,640538000,212949000,286015000,,287446000,166071000
HZO,2019,568583000,784083000,312065000,412893000,,415264000,202455000
IAA,2018,453500000,1500200000,456600000,671000000,0,1513200000,0
IAC,2009,2000049000,3913597000,,290277000,95844000,1138456000,-751377000
IAC,2010,1543985000,3329079000,,356873000,95844000,1219142000,-652018000
IAC,2011,1159133000,3409865000,0,534185000,95844000,1399376000,-477785000
IAC,2012,1156750000,3805828000,15844000,624889000,580000000,2040067000,-318519000
IAC,2013,1475386000,4234684000,,586897000,1080000000,2462422000,-32735000
IAC,2014,1535888000,4256885000,0,673700000,1080000000,2223316000,325118000
IAC,2015,1945010000,5188691000,40000000,768546000,1726954000,2942475000,331394000
IAC,2016,1842735000,4645873000,20000000,713388000,1582484000,2602376000,290114000
IAC,2017,2125205000,5867810000,13750000,799728000,1979469000,2878120000,595038000
IAC,2018,2762739000,6874585000,13750000,883558000,2245548000,3257097000,1258794000
IAIC,2010,3317277,3370218,,1490136,,1490136,-11885522
IAIC,2011,4964542,5015550,,2975361,,2975361,-11732121
IAIC,2012,3554876,3604268,,1456259,,1456259,-11631698
IAIC,2013,4338567,4406400,,2300409,,2300409,-11691937
IAIC,2014,4184505,4249563,,2159168,,2159168,-11721724
IAIC,2015,4069297,4117617,,1940427,,1940427,-11643394
IAIC,2016,3718945,3752424,,2119905,,2119905,-12197075
IAIC,2017,3712037,3734983,,1840958,,1840958,-11950613
IAIC,2018,3010328,3023756,,1151165,,1151165,-12001647
IART,2009,365363000,940102000,76760000,156730000,308754000,495217000,167161000
IART,2010,444849000,1019133000,108438000,201857000,294842000,519170000,232830000
IART,2011,452257000,1144109000,,101868000,532264000,651471000,260819000
IART,2012,453051000,1163599000,,106929000,519547000,645824000,302023000
IART,2013,521152000,1192139000,0,119382000,392057000,526049000,280956000
IART,2014,529321000,1587419000,3750000,126025000,626246000,883097000,314960000
IART,2015,438495000,1774224000,14375000,139127000,700115000,1022781000,145879000
IART,2016,495170000,1807954000,0,123601000,665000000,968287000,220443000
IART,2017,822146000,3211257000,60000000,348911000,1781142000,2248951000,285186000
IART,2018,775082000,3107887000,22500000,262552000,1331713000,1732091000,348373000
IBM,2008,49004000000,1.10E+11,11236000000,42435000000,22689000000,95939000000,70353000000
IBM,2009,48937000000,1.09E+11,4168000000,36003000000,21932000000,86269000000,80900000000
IBM,2010,48116000000,1.13E+11,6778000000,40562000000,21846000000,90278000000,92532000000
IBM,2011,50928000000,1.16E+11,8463000000,42124000000,22857000000,96198000000,1.05E+11
IBM,2012,49433000000,1.19E+11,9181000000,43625000000,24088000000,1.00E+11,1.18E+11
IBM,2013,51351000000,1.26E+11,6862000000,40154000000,32856000000,1.03E+11,1.30E+11
IBM,2014,47377000000,1.17E+11,5731000000,39581000000,34991000000,1.05E+11,1.38E+11
IBM,2015,42504000000,1.10E+11,6461000000,34270000000,33428000000,96072000000,1.46E+11
IBM,2016,43889000000,1.17E+11,7513000000,36274000000,34655000000,99076000000,1.53E+11
IBM,2017,49735000000,1.25E+11,6987000000,37363000000,39837000000,1.08E+11,1.53E+11
IBM,2018,49145000000,1.23E+11,10207000000,38227000000,35605000000,1.06E+11,1.59E+11
ICE,2012,33750000000,37215000000,163000000,32246000000,969000000,33538000000,2509000000
ICE,2013,44269000000,64422000000,1135000000,44321000000,3923000000,51719000000,2482000000
ICE,2014,50232000000,68254000000,2042000000,50436000000,2235000000,55697000000,3210000000
ICE,2015,53313000000,77987000000,2591000000,54743000000,4717000000,63112000000,4148000000
ICE,2016,57133000000,82003000000,2493000000,58617000000,3871000000,66213000000,4789000000
ICE,2017,53562000000,78264000000,1833000000,54175000000,4267000000,61279000000,6858000000
ICE,2018,66692000000,92791000000,951000000,66108000000,6490000000,75489000000,8317000000
ICHR,2016,157090000,282491000,,101070000,37944000,140832000,-54392000
ICHR,2017,278454000,557684000,6490000,147221000,180247000,340922000,2062000
ICHR,2018,211575000,485489000,8750000,87754000,192117000,287163000,59945000
ICPT,2011,18904094,19470329,81762,4032067,,22030107,-74540279
ICPT,2012,111778219,112178597,,12964054,,46266732,-118183350
ICPT,2013,147564538,150318580,,8881427,,67912480,-185975760
ICPT,2014,245828000,254149000,,15241000,,23258000,-469202000
ICPT,2015,641693000,655758000,,47373000,,53609000,-695630000
ICPT,2016,707865000,739253000,,78512000,341356000,424321000,-1108460000
ICPT,2017,448307000,484347000,,104034000,355677000,467961000,-1469543000
ICPT,2018,482425000,509167000,,114205000,371250000,490037000,-1778785000
ICPW,2010,8235246,8616582,1776388,4302491,,4302491,-13991573
ICPW,2011,9503132,9965432,1661220,4221724,,4221724,-12869406
ICPW,2012,15224783,15623192,1483883,6416531,,6416531,-9790598
ICPW,2013,13216624,14354406,2169411,4299316,,4299316,-9229869
ICPW,2014,15158355,17254401,2586034,5175657,,5175657,-8295550
ICPW,2015,16598474,18915588,3224780,6583504,,6583504,-8526865
ICPW,2016,17685732,18794182,4248070,8922176,,8922176,-11495082
ICUI,2007,153257000,242594000,,21475000,,28690000,177004000
ICUI,2008,179388000,283434000,,21960000,,30403000,201304000
ICUI,2009,207938000,309153000,,33696000,,44148000,227861000
ICUI,2010,205251000,309644000,,25762000,,37940000,256208000
ICUI,2011,260408000,361112000,,29310000,,40535000,300877000
ICUI,2012,325503000,428512000,,29118000,,37655000,342158000
ICUI,2013,394296000,499643000,,26886000,,34918000,382576000
ICUI,2014,432529000,541102000,,28728000,,32850000,408911000
ICUI,2015,505007000,626825000,,42618000,,46954000,453896000
ICUI,2016,569097000,704688000,,40537000,0,44533000,516980000
ICUI,2017,864662000,1496951000,,210292000,,298697000,585624000
ICUI,2018,927036000,1585391000,,249289000,,321736000,620747000
IDA,2009,310406000,4238727000,63090000,218229000,1409730000,2837183000,649180000
IDA,2010,464038000,4676055000,189472000,449059000,1488287000,3140071000,733879000
IDA,2011,310972000,4960609000,155264000,368247000,1387550000,3298915000,840916000
IDA,2012,367253000,5291290000,140764000,351303000,1466632000,3545311000,923981000
IDA,2013,476611000,5364563000,55814000,250372000,1615258000,3509823000,1027461000
IDA,2014,442101000,5701037000,32364000,241781000,1598622000,3743472000,1132237000
IDA,2015,462036000,6023314000,21064000,242306000,1725410000,3961270000,1230105000
IDA,2016,440312000,6289897000,22864000,249715000,1744614000,4132031000,1323198000
IDA,2017,443601000,6045405000,0,200749000,1746123000,3789291000,1426528000
IDA,2018,597640000,6382754000,,258592000,1834788000,4006943000,1531543000
IDCC,2009,702322000,908485000,584000,252560000,468000,738948000,246771000
IDCC,2010,619556000,874643000,288000,178560000,180000,521527000,395799000
IDCC,2011,768887000,996968000,180000,173153000,192529000,525286000,466727000
IDCC,2012,814347000,1056609000,,172913000,200391000,537904000,659235000
